pop,gen,best,mean,unique
1,233,8.762,7.2187,65
2,233,8.762,7.2947,76
3,233,8.762,7.2633,82
0,234,8.762,7.3381,85
1,234,8.762,7.2844,78
2,234,8.762,7.241,82
3,234,8.762,7.3845,71
0,235,8.762,7.2336,84
1,235,8.762,7.2879,69
2,235,8.762,7.2975,72
3,235,8.762,7.2846,82
0,236,8.762,7.2469,69
1,236,8.762,7.3023,76
2,236,8.762,7.3468,69
3,236,8.762,7.3067,79
0,237,8.762,7.3343,72
1,237,8.762,7.4005,70
2,237,8.762,7.373,74
3,237,8.762,7.2727,77
0,238,8.762,7.2234,80
1,238,8.762,7.1879,77
2,238,8.762,7.1031,84
3,238,8.762,7.1805,69
0,239,8.762,7.2919,72
1,239,8.762,7.338,82
2,239,8.762,7.2288,72
3,239,8.762,7.45,70
0,240,8.762,7.1457,92
1,240,8.762,7.2094,77
2,240,8.762,7.1139,83
3,240,8.762,7.3851,70
0,241,8.762,7.257,80
1,241,8.762,7.0564,91
2,241,8.762,7.3584,77
3,241,8.762,7.1807,84
0,242,8.762,7.3298,73
1,242,8.762,7.228,80
2,242,8.762,7.3914,71
3,242,8.762,7.256,74
0,243,8.762,7.3551,77
1,243,8.762,7.2653,70
2,243,8.762,7.1805,78
3,243,8.762,7.1429,85
0,244,8.762,7.2467,82
1,244,8.762,7.3872,65
2,244,8.762,7.5481,78
3,244,8.762,7.3754,67
0,245,8.762,7.292,78
1,245,8.762,7.2115,81
2,245,8.762,7.1976,87
3,245,8.762,7.2047,80
0,246,8.762,7.2758,70
1,246,8.762,7.2325,78
2,246,8.762,7.3898,75
3,246,8.762,7.0843,72
0,247,8.762,7.1876,91
1,247,8.762,7.2909,82
2,247,8.762,7.3568,75
3,247,8.762,7.3634,77
0,248,8.762,7.3171,74
1,248,8.762,7.381,76
2,248,8.762,7.3186,71
3,248,8.762,7.3172,74
0,249,8.762,7.316,73
1,249,8.762,7.4067,61
2,249,8.762,7.3687,71
3,249,8.762,7.3051,86
0,250,8.762,7.4129,65
1,250,8.762,7.2084,78
2,250,8.762,7.3685,68
3,250,8.762,7.2382,78
0,251,8.762,7.3487,72
1,251,8.762,7.3871,72
2,251,8.762,7.3417,73
3,251,8.762,7.3878,64
0,252,8.762,7.2628,78
1,252,8.762,7.3099,76
2,252,8.762,7.2511,77
3,252,8.762,7.1985,92
0,253,8.762,7.4248,65
1,253,8.762,7.2176,74
2,253,8.762,7.4814,71
3,253,8.762,7.3031,67
0,254,8.762,7.2648,78
1,254,8.762,7.4084,73
2,254,8.762,7.32,82
3,254,8.762,7.1676,78
0,255,8.762,7.2875,67
1,255,8.762,7.4023,70
2,255,8.762,7.3973,76
3,255,8.762,7.219,74
0,256,8.762,7.3089,76
1,256,8.762,7.2731,75
2,256,8.762,7.2455,78
3,256,8.762,7.3163,77
0,257,8.762,7.3875,75
1,257,8.762,7.2031,85
2,257,8.762,7.3414,71
3,257,8.762,7.2754,81
0,258,8.762,7.3224,71
1,258,8.762,7.2995,75
2,258,8.762,7.5043,78
3,258,8.762,7.1553,82
0,259,8.762,7.3011,77
1,259,8.762,7.1965,89
2,259,8.762,7.2525,77
3,259,8.762,7.5547,70
0,260,8.762,7.3723,69
1,260,8.762,7.2806,72
2,260,8.762,7.3977,68
3,260,8.762,7.1854,85
0,261,8.762,7.2575,77
1,261,8.762,7.4255,68
2,261,8.762,7.2044,80
3,261,8.762,7.3254,67
0,262,8.762,7.2797,85
1,262,8.762,7.2658,70
2,262,8.762,7.2106,72
3,262,8.762,7.3067,81
0,263,8.762,7.2271,77
1,263,8.762,7.3301,80
2,263,8.762,7.2164,72
3,263,8.762,7.3067,76
0,264,8.762,7.1968,89
1,264,8.762,7.2772,63
2,264,8.762,7.3628,76
3,264,8.762,7.2722,82
0,265,8.762,7.1396,77
1,265,8.762,7.2992,74
2,265,8.762,7.3127,78
3,265,8.762,7.0032,94
0,266,8.762,7.2779,71
1,266,8.762,7.25,73
2,266,8.762,7.1761,73
3,266,8.762,7.1829,75
0,267,8.762,7.2604,84
1,267,8.762,7.2078,81
2,267,8.762,7.1194,79
3,267,8.762,7.2821,72
0,268,8.762,7.1749,80
1,268,8.762,7.3681,68
2,268,8.762,7.3444,72
3,268,8.762,7.2173,83
0,269,8.762,7.3126,76
1,269,8.762,7.2224,80
2,269,8.762,7.1341,77
3,269,8.762,7.4131,74
0,270,8.762,7.3029,73
1,270,8.762,7.4569,74
2,270,8.762,7.178,78
3,270,8.762,7.162,80
0,271,8.762,7.3964,79
1,271,8.762,7.1624,80
2,271,8.762,7.1696,82
3,271,8.762,7.3134,75
0,272,8.762,7.1876,72
1,272,8.762,7.2096,79
2,272,8.762,7.2906,82
3,272,8.762,7.1255,91
0,273,8.762,7.2016,74
1,273,8.762,7.2475,80
2,273,8.762,7.1699,83
3,273,8.762,7.2918,76
0,274,8.762,7.3536,75
1,274,8.762,7.2116,89
2,274,8.762,7.3723,75
3,274,8.762,7.2652,74
0,275,8.762,7.3207,75
1,275,8.762,7.2562,78
2,275,8.762,7.2665,77
3,275,8.762,7.3296,83
0,276,8.762,7.4075,85
1,276,8.762,7.3399,70
2,276,8.762,7.1517,82
3,276,8.762,7.3564,76
0,277,8.762,7.3564,78
1,277,8.762,7.2398,78
2,277,8.762,7.2142,75
3,277,8.762,7.4394,69
0,278,8.762,7.2823,77
1,278,8.762,7.3092,80
2,278,8.762,7.2818,76
3,278,8.762,7.2334,83
0,279,8.762,7.1191,76
1,279,8.762,7.3292,65
2,279,8.762,7.4341,65
3,279,8.762,7.454,70
0,280,8.762,7.3286,70
1,280,8.762,7.1063,82
2,280,8.762,7.2032,84
3,280,8.762,7.2403,71
0,281,8.762,7.2274,75
1,281,8.762,7.3382,69
2,281,8.762,7.2307,71
3,281,8.762,7.3799,75
0,282,8.762,7.1777,90
1,282,8.762,7.4293,79
2,282,8.762,7.2423,85
3,282,8.762,7.15,85
0,283,8.762,7.1625,83
1,283,8.762,7.3853,66
2,283,8.762,7.3705,78
3,283,8.762,7.3143,83
0,284,8.762,7.222,74
1,284,8.762,7.1842,79
2,284,8.762,7.1759,83
3,284,8.762,7.4411,75
0,285,8.762,7.0172,74
1,285,8.762,7.3532,74
2,285,8.762,7.183,77
3,285,8.762,7.1561,87
0,286,8.762,7.3613,77
1,286,8.762,7.3163,79
2,286,8.762,7.1848,80
3,286,8.762,7.2868,76
0,287,8.762,7.3256,74
1,287,8.762,7.3009,77
2,287,8.762,7.2785,74
3,287,8.762,7.2477,75
0,288,8.762,7.215,83
1,288,8.762,7.0964,85
2,288,8.762,7.3642,72
3,288,8.762,7.2906,77
0,289,8.762,7.3472,73
1,289,8.762,7.1623,78
2,289,8.762,7.3535,76
3,289,8.762,7.4564,83
0,290,8.762,7.3275,73
1,290,8.762,7.3673,78
2,290,8.762,7.1938,75
3,290,8.762,7.3619,72
0,291,8.762,7.3998,80
1,291,8.762,7.2297,85
2,291,8.762,7.2555,80
3,291,8.762,7.3985,67
0,292,8.762,7.2995,64
1,292,8.762,7.3583,76
2,292,8.762,7.4164,74
3,292,8.762,7.3442,71
0,293,8.762,7.1864,85
1,293,8.762,7.3988,80
2,293,8.762,7.3267,81
3,293,8.762,7.452,71
0,294,8.762,7.3075,77
1,294,8.762,7.2557,77
2,294,8.762,7.4198,72
3,294,8.762,7.2614,72
0,295,8.762,7.2922,75
1,295,8.762,7.3136,68
2,295,8.762,7.4051,70
3,295,8.762,7.3209,76
0,296,8.762,7.2642,86
1,296,8.762,7.2233,78
2,296,8.762,7.2819,84
3,296,8.762,7.2858,80
0,297,8.762,7.381,68
1,297,8.762,7.1961,75
2,297,8.762,7.015,84
3,297,8.762,7.314,77
0,298,8.762,7.3793,78
1,298,8.762,7.3621,73
2,298,8.762,7.3622,70
3,298,8.762,7.3387,74
0,299,8.762,7.1078,75
1,299,8.762,7.3133,68
2,299,8.762,7.2697,79
3,299,8.762,7.2568,75
0,300,8.762,7.2049,84
1,300,8.762,7.2573,73
2,300,8.762,7.2374,62
3,300,8.762,7.4149,75
0,301,8.762,7.3838,78
1,301,8.762,7.1936,73
2,301,8.762,7.2006,82
3,301,8.762,7.3793,78
0,302,8.762,7.3783,71
1,302,8.762,7.2121,65
2,302,8.762,7.3251,87
3,302,8.762,7.4029,64
0,303,8.762,7.3194,72
1,303,8.762,7.32,73
2,303,8.762,7.1194,89
3,303,8.762,7.2734,73
0,304,8.762,7.3474,75
1,304,8.762,7.347,82
2,304,8.762,7.3404,69
3,304,8.762,7.411,85
0,305,8.762,7.2082,78
1,305,8.762,7.2759,79
2,305,8.762,7.1929,84
3,305,8.762,7.1895,79
0,306,8.762,7.3472,72
1,306,8.762,7.3355,68
2,306,8.762,7.4623,63
3,306,8.762,7.1931,75
0,307,8.762,7.1381,76
1,307,8.762,7.199,82
2,307,8.762,7.247,84
3,307,8.762,7.2836,79
0,308,8.762,7.1771,85
1,308,8.762,7.3118,77
2,308,8.762,7.2111,77
3,308,8.762,7.3476,70
0,309,8.762,7.099,86
1,309,8.762,7.3102,78
2,309,8.762,7.304,69
3,309,8.762,7.3605,74
0,310,8.762,7.1408,82
1,310,8.762,7.4091,66
2,310,8.762,7.4412,64
3,310,8.762,7.2005,78
0,311,8.762,7.3325,74
1,311,8.762,7.2326,74
2,311,8.762,7.2509,77
3,311,8.762,7.1833,80
0,312,8.762,7.2768,79
1,312,8.762,7.3555,71
2,312,8.762,7.3211,75
3,312,8.762,7.195,88
0,313,8.762,7.481,75
1,313,8.762,7.2089,77
2,313,8.762,7.2398,81
3,313,8.762,7.3265,76
0,314,8.762,7.2128,78
1,314,8.762,7.3361,76
2,314,8.762,7.0991,80
3,314,8.762,7.2672,77
0,315,8.762,7.318,82
1,315,8.762,7.3851,68
2,315,8.762,7.3594,74
3,315,8.762,7.2503,79
0,316,8.762,7.1754,75
1,316,8.762,7.1797,75
2,316,8.762,7.2301,77
3,316,8.762,7.3069,75
0,317,8.762,7.2839,82
1,317,8.762,7.188,81
2,317,8.762,7.1536,71
3,317,8.762,7.3477,74
0,318,8.762,7.2952,71
1,318,8.762,7.2404,79
2,318,8.762,7.4138,77
3,318,8.762,7.1403,77
0,319,8.762,7.4943,66
1,319,8.762,7.3259,73
2,319,8.762,7.222,71
3,319,8.762,7.2874,73
0,320,8.762,7.2425,82
1,320,8.762,7.2566,72
2,320,8.762,7.2755,80
3,320,8.762,7.2774,80
0,321,8.762,7.4271,70
1,321,8.762,7.2529,83
2,321,8.762,7.2969,73
3,321,8.762,7.3625,75
0,322,8.762,7.2158,82
1,322,8.762,7.3081,78
2,322,8.762,7.2739,77
3,322,8.762,7.1976,79
0,323,8.762,7.3309,72
1,323,8.762,7.3381,63
2,323,8.762,7.2303,82
3,323,8.762,7.1708,78
0,324,8.762,7.2507,75
1,324,8.762,7.4735,66
2,324,8.762,7.309,72
3,324,8.762,7.3692,69
0,325,8.762,7.1201,86
1,325,8.762,7.2686,72
2,325,8.762,7.1849,81
3,325,8.762,7.28,79
0,326,8.762,7.3436,75
1,326,8.762,7.4745,71
2,326,8.762,7.4748,62
3,326,8.762,7.1945,79
0,327,8.762,7.2137,78
1,327,8.762,7.2912,77
2,327,8.762,7.4568,72
3,327,8.762,7.2457,90
0,328,8.762,7.1505,80
1,328,8.762,7.1545,69
2,328,8.762,7.2783,76
3,328,8.762,7.2258,72
0,329,8.762,7.3375,83
1,329,8.762,7.1814,81
2,329,8.762,7.2005,82
3,329,8.762,7.4887,65
0,330,8.762,7.4057,79
1,330,8.762,7.1917,81
2,330,8.762,7.3756,78
3,330,8.762,7.262,82
0,331,8.762,7.2613,80
1,331,8.762,7.4001,68
2,331,8.762,7.2598,86
3,331,8.762,7.2639,71
0,332,8.762,7.2882,76
1,332,8.762,7.3136,74
2,332,8.762,7.2231,72
3,332,8.762,7.122,84
0,333,8.762,7.2818,71
1,333,8.762,7.148,105
2,333,8.762,7.191,73
3,333,8.762,7.3386,77
0,334,8.762,7.1616,74
1,334,8.762,7.25,79
2,334,8.762,7.3845,85
3,334,8.762,7.323,78
0,335,8.762,7.3903,70
1,335,8.762,7.4358,69
2,335,8.762,7.278,71
3,335,8.762,7.2183,86
0,336,8.762,7.229,80
1,336,8.762,7.3861,74
2,336,8.762,7.3492,72
3,336,8.762,7.3731,69
0,337,8.762,7.2846,71
1,337,8.762,7.3743,83
2,337,8.762,7.3366,76
3,337,8.762,7.3049,79
0,338,8.762,7.2974,77
1,338,8.762,7.3306,65
2,338,8.762,7.3332,76
3,338,8.762,7.3401,84
0,339,8.762,7.3277,67
1,339,8.762,7.2974,73
2,339,8.762,7.2041,79
3,339,8.762,7.3075,69
0,340,8.762,7.3901,72
1,340,8.762,7.3379,80
2,340,8.762,7.3123,78
3,340,8.762,7.34,73
0,341,8.762,7.3072,85
1,341,8.762,7.1854,73
2,341,8.762,7.3474,77
3,341,8.762,7.3321,74
0,342,8.762,7.2427,79
1,342,8.762,7.2163,74
2,342,8.762,7.3544,70
3,342,8.762,7.1683,87
0,343,8.762,7.2944,73
1,343,8.762,7.3933,73
2,343,8.762,7.4088,69
3,343,8.762,7.3288,77
0,344,8.762,7.3234,82
1,344,8.762,7.2273,70
2,344,8.762,7.3093,77
3,344,8.762,7.3283,77
0,345,8.762,7.375,68
1,345,8.762,7.3888,74
2,345,8.762,7.3358,77
3,345,8.762,7.3808,75
0,346,8.762,7.1869,83
1,346,8.762,7.2694,74
2,346,8.762,7.3127,71
3,346,8.762,7.159,84
0,347,8.762,7.2833,84
1,347,8.762,7.2544,73
2,347,8.762,7.4317,70
3,347,8.762,7.3551,71
0,348,8.762,7.3741,85
1,348,8.762,7.4164,65
2,348,8.762,7.264,77
3,348,8.762,7.2336,86
0,349,8.762,7.1455,70
1,349,8.762,7.2599,74
2,349,8.762,7.2819,81
3,349,8.762,7.2908,73
0,350,8.762,7.2596,80
1,350,8.762,7.224,74
2,350,8.762,7.574,71
3,350,8.762,7.1078,81
0,351,8.762,7.2857,83
1,351,8.762,7.3069,76
2,351,8.762,7.3494,65
3,351,8.762,7.2278,81
0,352,8.762,7.2893,72
1,352,8.762,7.1748,87
2,352,8.762,7.1157,79
3,352,8.762,7.3772,70
0,353,8.762,7.2752,82
1,353,8.762,7.5056,67
2,353,8.762,7.3015,70
3,353,8.762,7.3191,78
0,354,8.762,7.153,82
1,354,8.762,7.1931,82
2,354,8.762,7.257,84
3,354,8.762,7.4106,67
0,355,8.762,7.2515,79
1,355,8.762,7.4489,79
2,355,8.762,7.2366,74
3,355,8.762,7.2544,64
0,356,8.762,7.305,85
1,356,8.762,7.4021,72
2,356,8.762,7.3448,73
3,356,8.762,7.2679,82
0,357,8.762,7.355,77
1,357,8.762,7.5281,74
2,357,8.762,7.1746,83
3,357,8.762,7.279,77
0,358,8.762,7.2816,74
1,358,8.762,7.1984,78
2,358,8.762,7.22,81
3,358,8.762,7.3735,71
0,359,8.762,7.2849,70
1,359,8.762,7.2323,73
2,359,8.762,7.3304,71
3,359,8.762,7.3075,80
0,360,8.762,7.3141,72
1,360,8.762,7.2804,75
2,360,8.762,7.2481,74
3,360,8.762,7.303,80
0,361,8.762,7.4239,73
1,361,8.762,7.3903,77
2,361,8.762,7.3295,73
3,361,8.762,7.284,81
0,362,8.762,7.3994,69
1,362,8.762,7.2712,75
2,362,8.762,7.3326,71
3,362,8.762,7.2041,77
0,363,8.762,7.3193,80
1,363,8.762,7.2567,80
2,363,8.762,7.3113,87
3,363,8.762,7.1545,74
0,364,8.762,7.2178,85
1,364,8.762,7.3441,76
2,364,8.762,7.2205,78
3,364,8.762,7.1425,90
0,365,8.762,7.2663,81
1,365,8.762,7.355,72
2,365,8.762,7.3836,77
3,365,8.762,7.3134,83
0,366,8.762,7.3546,78
1,366,8.762,7.3952,70
2,366,8.762,7.4345,68
3,366,8.762,7.3482,74
0,367,8.762,7.2617,77
1,367,8.762,7.3161,79
2,367,8.762,7.3283,77
3,367,8.762,7.2602,74
0,368,8.762,7.3384,74
1,368,8.762,7.3709,66
2,368,8.762,7.4007,70
3,368,8.762,7.3898,73
0,369,8.762,7.1797,79
1,369,8.762,7.1977,79
2,369,8.762,7.4125,70
3,369,8.762,7.2335,74
0,370,8.762,7.2653,77
1,370,8.762,7.2968,86
2,370,8.762,7.4379,70
3,370,8.762,7.4807,63
0,371,8.762,7.135,76
1,371,8.762,7.3592,72
2,371,8.762,7.2881,81
3,371,8.762,7.4513,80
0,372,8.762,7.1381,81
1,372,8.762,7.2458,83
2,372,8.762,7.3044,80
3,372,8.762,7.3786,70
0,373,8.762,7.2753,81
1,373,8.762,7.341,75
2,373,8.762,7.4244,73
3,373,8.762,7.2899,81
0,374,8.762,7.3376,80
1,374,8.762,7.3604,75
2,374,8.762,7.1796,79
3,374,8.762,7.3302,73
0,375,8.762,7.3806,77
1,375,8.762,7.2789,76
2,375,8.762,7.1609,89
3,375,8.762,7.4189,70
0,376,8.762,7.4101,76
1,376,8.762,7.3721,82
2,376,8.762,7.2324,86
3,376,8.762,7.176,83
0,377,8.762,7.321,72
1,377,8.762,7.2854,79
2,377,8.762,7.229,78
3,377,8.762,7.352,69
0,378,8.762,7.3154,75
1,378,8.762,7.1999,82
2,378,8.762,7.4883,66
3,378,8.762,7.4312,68
0,379,8.762,7.4098,74
1,379,8.762,7.2769,76
2,379,8.762,7.2669,65
3,379,8.762,7.3261,74
0,380,8.762,7.2624,73
1,380,8.762,7.3367,75
2,380,8.762,7.1529,80
3,380,8.762,7.2286,78
0,381,8.762,7.3007,81
1,381,8.762,7.2406,80
2,381,8.762,7.3344,75
3,381,8.762,7.2993,71
0,382,8.762,7.3246,75
1,382,8.762,7.2459,82
2,382,8.762,7.3302,74
3,382,8.762,7.3381,81
0,383,8.762,7.2478,83
1,383,8.762,7.1466,85
2,383,8.762,7.2948,75
3,383,8.762,7.2593,76
0,384,8.762,7.3285,78
1,384,8.762,7.095,84
2,384,8.762,7.3447,77
3,384,8.762,7.4658,62
0,385,8.762,7.3807,81
1,385,8.762,7.3638,73
2,385,8.762,7.2444,75
3,385,8.762,7.4363,70
0,386,8.762,7.3936,72
1,386,8.762,6.9902,81
2,386,8.762,7.3278,67
3,386,8.762,7.2761,68
0,387,8.762,7.4277,79
1,387,8.762,7.2504,74
2,387,8.762,7.2669,81
3,387,8.762,7.3562,71
0,388,8.762,7.2612,84
1,388,8.762,7.2962,76
2,388,8.762,7.3297,81
3,388,8.762,7.1549,79
0,389,8.762,7.1927,78
1,389,8.762,7.0519,86
2,389,8.762,7.222,78
3,389,8.762,7.2289,84
0,390,8.762,7.3266,66
1,390,8.762,7.2199,76
2,390,8.762,7.2552,79
3,390,8.762,7.3898,65
0,391,8.762,7.227,71
1,391,8.762,7.3369,72
2,391,8.762,7.3421,72
3,391,8.762,7.4561,76
0,392,8.762,7.1012,79
1,392,8.762,7.2038,77
2,392,8.762,7.3711,78
3,392,8.762,7.1143,79
0,393,8.762,7.2855,75
1,393,8.762,7.4363,71
2,393,8.762,7.2108,96
3,393,8.762,7.2732,74
0,394,8.762,7.1588,77
1,394,8.762,7.1734,88
2,394,8.762,7.1961,79
3,394,8.762,7.2382,82
0,395,8.762,7.2719,84
1,395,8.762,7.2811,82
2,395,8.762,7.2041,74
3,395,8.762,7.1489,85
0,396,8.762,7.2307,75
1,396,8.762,7.2516,83
2,396,8.762,7.3567,83
3,396,8.762,7.4492,76
0,397,8.762,7.4027,69
1,397,8.762,7.1884,82
2,397,8.762,7.1091,83
3,397,8.762,7.1145,77
0,398,8.762,7.4219,74
1,398,8.762,7.3419,74
2,398,8.762,7.4218,71
3,398,8.762,7.1973,80
0,399,8.762,7.4222,75
1,399,8.762,7.5365,53
2,399,8.762,7.2273,75
3,399,8.762,7.4083,66
0,400,8.762,7.2632,83
1,400,8.762,7.3057,68
2,400,8.762,7.4064,76
3,400,8.762,7.4263,73
0,401,8.762,7.2738,73
1,401,8.762,7.151,79
2,401,8.762,7.3477,79
3,401,8.762,7.4139,70
0,402,8.762,7.1578,85
1,402,8.762,7.4273,74
2,402,8.762,7.4003,72
3,402,8.762,7.2198,85
0,403,8.762,7.1833,73
1,403,8.762,7.1446,80
2,403,8.762,7.2968,80
3,403,8.762,7.2757,74
0,404,8.762,7.3926,74
1,404,8.762,7.1063,75
2,404,8.762,7.2193,74
3,404,8.762,7.4219,66
0,405,8.762,7.2725,90
1,405,8.762,7.379,70
2,405,8.762,7.3367,77
3,405,8.762,7.386,75
0,406,8.762,7.2617,65
1,406,8.762,7.2232,74
2,406,8.762,7.4061,84
3,406,8.762,7.2961,82
0,407,8.762,7.1193,71
1,407,8.762,7.258,78
2,407,8.762,7.1945,81
3,407,8.762,7.3851,79
0,408,8.762,7.424,70
1,408,8.762,7.2705,73
2,408,8.762,7.2523,76
3,408,8.762,7.4375,73
0,409,8.762,7.4461,72
1,409,8.762,7.2756,81
2,409,8.762,7.3218,69
3,409,8.762,7.1141,90
0,410,8.762,7.1904,79
1,410,8.762,7.5324,75
2,410,8.762,7.2412,76
3,410,8.762,7.3785,75
0,411,8.762,7.1073,82
1,411,8.762,7.3779,73
2,411,8.762,7.2197,70
3,411,8.762,7.1886,77
0,412,8.762,7.2485,76
1,412,8.762,7.2494,87
2,412,8.762,7.3535,70
3,412,8.762,7.3156,76
0,413,8.762,7.3441,73
1,413,8.762,7.4401,80
2,413,8.762,7.2254,81
3,413,8.762,7.281,85
0,414,8.762,7.3473,79
1,414,8.762,7.3313,75
2,414,8.762,7.3103,73
3,414,8.762,7.3982,89
0,415,8.762,7.0989,79
1,415,8.762,7.417,74
2,415,8.762,7.3823,73
3,415,8.762,7.2167,67
0,416,8.762,7.1023,91
1,416,8.762,7.1488,78
2,416,8.762,7.2732,71
3,416,8.762,7.2686,68
0,417,8.762,7.3068,74
1,417,8.762,7.2736,72
2,417,8.762,7.349,76
3,417,8.762,7.3896,83
0,418,8.762,7.3398,70
1,418,8.762,7.1856,79
2,418,8.762,7.3707,70
3,418,8.762,7.303,72
0,419,8.762,7.1911,75
1,419,8.762,7.3382,73
2,419,8.762,7.3538,72
3,419,8.762,7.1905,83
0,420,8.762,7.1448,71
1,420,8.762,7.2361,85
2,420,8.762,7.142,71
3,420,8.762,7.3387,69
0,421,8.762,7.3325,76
1,421,8.762,7.4537,75
2,421,8.762,7.3051,78
3,421,8.762,7.4193,79
0,422,8.762,7.1488,74
1,422,8.762,7.0303,80
2,422,8.762,7.2563,72
3,422,8.762,7.2425,80
0,423,8.762,7.2388,72
1,423,8.762,7.1366,81
2,423,8.762,7.2495,82
3,423,8.762,7.2057,84
0,424,8.762,7.311,73
1,424,8.762,7.065,92
2,424,8.762,7.21,77
3,424,8.762,7.116,81
0,425,8.762,7.179,87
1,425,8.762,7.2035,83
2,425,8.762,7.2493,71
3,425,8.762,7.3479,76
0,426,8.762,7.1611,83
1,426,8.762,7.1021,87
2,426,8.762,7.3218,69
3,426,8.762,7.2683,79
0,427,8.762,7.2067,82
1,427,8.762,7.3607,77
2,427,8.762,7.2415,79
3,427,8.762,7.3053,80
0,428,8.762,7.1755,78
1,428,8.762,7.213,66
2,428,8.762,7.3005,70
3,428,8.762,7.1338,82
0,429,8.762,7.2891,70
1,429,8.762,7.2874,73
2,429,8.762,7.2078,81
3,429,8.762,7.2538,78
0,430,8.762,7.2934,76
1,430,8.762,7.3391,75
2,430,8.762,7.3126,78
3,430,8.762,7.3396,65
0,431,8.762,7.2331,74
1,431,8.762,7.4198,70
2,431,8.762,7.2441,83
3,431,8.762,7.3579,73
0,432,8.762,7.2648,75
1,432,8.762,7.2307,75
2,432,8.762,7.3932,72
3,432,8.762,7.1775,75
0,433,8.762,7.2033,79
1,433,8.762,7.2706,72
2,433,8.762,7.3498,77
3,433,8.762,7.3538,72
0,434,8.762,7.3573,82
1,434,8.762,7.3349,65
2,434,8.762,7.3412,76
3,434,8.762,7.3709,70
0,435,8.762,7.1486,80
1,435,8.762,7.2631,76
2,435,8.762,7.236,89
3,435,8.762,7.3442,78
0,436,8.762,7.4376,66
1,436,8.762,7.276,78
2,436,8.762,7.3102,79
3,436,8.762,7.3349,69
0,437,8.762,7.3739,72
1,437,8.762,7.2213,73
2,437,8.762,7.4315,83
3,437,8.762,7.228,74
0,438,8.762,7.2911,77
1,438,8.762,7.3257,78
2,438,8.762,7.3017,69
3,438,8.762,7.3019,81
0,439,8.762,7.2585,81
1,439,8.762,7.2994,82
2,439,8.762,7.4471,65
3,439,8.762,7.2454,76
0,440,8.762,7.2659,74
1,440,8.762,7.1855,88
2,440,8.762,7.1814,76
3,440,8.762,7.1306,86
0,441,8.762,7.3617,75
1,441,8.762,7.2688,77
2,441,8.762,7.2769,76
3,441,8.762,7.1855,70
0,442,8.762,7.3554,74
1,442,8.762,7.321,71
2,442,8.762,7.1921,79
3,442,8.762,7.2339,82
0,443,8.762,7.4288,75
1,443,8.762,7.352,78
2,443,8.762,7.2908,74
3,443,8.762,7.352,71
0,444,8.762,7.2731,74
1,444,8.762,7.1734,78
2,444,8.762,7.2132,70
3,444,8.762,7.3667,73
0,445,8.762,7.2785,82
1,445,8.762,7.3222,75
2,445,8.762,7.3153,68
3,445,8.762,7.1948,82
0,446,8.762,7.2916,76
1,446,8.762,7.2165,78
2,446,8.762,7.2733,78
3,446,8.762,7.2046,86
0,447,8.762,7.3992,72
1,447,8.762,7.2853,81
2,447,8.762,7.1267,78
3,447,8.762,7.3151,74
0,448,8.762,7.2295,85
1,448,8.762,7.247,77
2,448,8.762,7.1464,81
3,448,8.762,7.238,88
0,449,8.762,7.2399,81
1,449,8.762,7.358,73
2,449,8.762,7.2568,76
3,449,8.762,7.2942,77
0,450,8.762,7.1768,83
1,450,8.762,7.4438,76
2,450,8.762,7.3649,75
3,450,8.762,7.3523,78
0,451,8.762,7.3613,73
1,451,8.762,7.4114,69
2,451,8.762,7.2933,82
3,451,8.762,7.3499,78
0,452,8.762,7.2982,67
1,452,8.762,7.3541,77
2,452,8.762,7.2974,67
3,452,8.762,7.2301,74
0,453,8.762,7.2146,84
1,453,8.762,7.3244,74
2,453,8.762,7.2803,81
3,453,8.762,7.3284,72
0,454,8.762,7.2906,73
1,454,8.762,7.2346,79
2,454,8.762,7.2071,81
3,454,8.762,7.2278,82
0,455,8.762,7.3515,74
1,455,8.762,7.3361,76
2,455,8.762,7.2496,71
3,455,8.762,7.3847,80
0,456,8.762,7.1523,70
1,456,8.762,7.2587,66
2,456,8.762,7.3315,64
3,456,8.762,7.2832,66
0,457,8.762,7.335,75
1,457,8.762,7.3042,76
2,457,8.762,7.2356,84
3,457,8.762,7.2577,76
0,458,8.762,7.4077,75
1,458,8.762,7.3433,74
2,458,8.762,7.2811,75
3,458,8.762,7.4038,68
0,459,8.762,7.1986,71
1,459,8.762,7.2667,77
2,459,8.762,7.1428,81
3,459,8.762,7.4291,70
0,460,8.762,7.3136,76
1,460,8.762,7.1923,76
2,460,8.762,7.2257,71
3,460,8.762,7.3497,75
0,461,8.762,7.2636,82
1,461,8.762,7.1455,69
2,461,8.762,7.2726,84
3,461,8.762,7.2526,72
0,462,8.762,7.2935,81
1,462,8.762,7.2508,70
2,462,8.762,7.2945,76
3,462,8.762,7.3208,75
0,463,8.762,7.193,81
1,463,8.762,7.1949,81
2,463,8.762,7.2911,63
3,463,8.762,7.1799,85
0,464,8.762,7.1048,84
1,464,8.762,7.3429,76
2,464,8.762,7.38,71
3,464,8.762,7.2341,80
0,465,8.762,7.3371,72
1,465,8.762,7.1742,79
2,465,8.762,7.3709,68
3,465,8.762,7.2405,81
0,466,8.762,7.3254,67
1,466,8.762,7.1548,87
2,466,8.762,7.1268,75
3,466,8.762,7.2579,77
0,467,8.762,7.1576,80
1,467,8.762,7.3354,69
2,467,8.762,7.2231,78
